lng,lat,region,pass_no,wave,hand_labelled,region_finished
36.20808,26.79499,Saudi Arabia 2,4,6,0,2026-09-04T05:53
36.21428,26.79320,Saudi Arabia 2,4,6,0,2026-09-04T05:53
36.20583,26.78574,Saudi Arabia 2,4,6,0,2026-09-04T05:53
36.61888,28.56827,Saudi Arabia 2,4,6,0,2026-09-04T05:53
49.80228,26.87773,Saudi Arabia 4,2,6,0,2026-09-04T06:10
45.61057,25.76139,Saudi Arabia 4,2,6,0,2026-09-04T06:10
49.80588,26.88213,Saudi Arabia 4,3,6,0,2026-09-04T06:10
45.55927,25.78439,Saudi Arabia 4,3,6,0,2026-09-04T06:10
45.61434,25.76525,Saudi Arabia 4,3,6,0,2026-09-04T06:10
46.37952,25.25304,Saudi Arabia 4,3,6,0,2026-09-04T06:10
49.77300,26.90423,Saudi Arabia 4,3,6,0,2026-09-04T06:10
45.74603,25.65548,Saudi Arabia 4,4,6,0,2026-09-04T06:10
47.71289,24.22195,Saudi Arabia 4,4,6,0,2026-09-04T06:10
45.55631,25.78071,Saudi Arabia 4,4,6,0,2026-09-04T06:10
-16.02437,14.16711,Senegal,2,6,0,2026-09-03T11:49
-16.02850,14.18022,Senegal,2,6,0,2026-09-03T11:49
-16.67502,15.13199,Senegal,2,6,0,2026-09-03T11:49
-15.79485,16.17484,Senegal,2,6,0,2026-09-03T11:49
-17.02842,14.54997,Senegal,3,6,0,2026-09-03T11:49
-15.92196,14.77041,Senegal,3,6,0,2026-09-03T11:49
-16.85603,14.77050,Senegal,4,6,0,2026-09-03T11:49
-16.82747,15.04772,Senegal,4,6,0,2026-09-03T11:49
-17.24294,14.72747,Senegal,4,6,0,2026-09-03T11:49
-17.01737,14.69532,Senegal,4,6,0,2026-09-03T11:49
-16.67718,15.12776,Senegal,4,6,0,2026-09-03T11:49
-16.02455,14.17780,Senegal,4,6,0,2026-09-03T11:49
-17.16919,14.73322,Senegal,4,6,0,2026-09-03T11:49
-15.46526,16.51719,Senegal,4,6,0,2026-09-03T11:49
103.94163,1.39435,Singapore,0,8,1,2026-09-03T21:20
103.83424,1.26865,Singapore,2,6,0,2026-09-03T21:20
103.72447,1.32210,Singapore,2,6,0,2026-09-03T21:20
103.72995,1.39396,Singapore,2,6,0,2026-09-03T21:20
103.96216,1.33746,Singapore,2,6,0,2026-09-03T21:20
103.79624,1.42064,Singapore,3,6,0,2026-09-03T21:20
103.66365,1.30521,Singapore,3,6,0,2026-09-03T21:20
103.86443,1.40223,Singapore,3,6,0,2026-09-03T21:20
103.72896,1.28050,Singapore,3,6,0,2026-09-03T21:20
103.87458,1.30548,Singapore,3,6,0,2026-09-03T21:20
103.71674,1.32021,Singapore,4,6,0,2026-09-03T21:20
103.71935,1.32102,Singapore,4,6,0,2026-09-03T21:20
103.96549,1.34725,Singapore,4,6,0,2026-09-03T21:20
19.68573,48.38564,Slovakia,1,3,0,2026-08-31T05:21
20.95630,49.14930,Slovakia,2,3,0,2026-08-31T05:21
19.74933,48.31423,Slovakia,4,3,0,2026-08-31T05:21
19.82838,48.33237,Slovakia,4,3,0,2026-08-31T05:21
21.92963,48.39076,Slovakia,4,3,0,2026-08-31T05:21
20.34320,48.43173,Slovakia,4,3,0,2026-08-31T05:21
18.95845,48.20050,Slovakia,4,3,0,2026-08-31T05:21
20.32182,48.43307,Slovakia,4,3,0,2026-08-31T05:21
21.46044,48.67930,Slovakia,4,3,0,2026-08-31T05:21
19.74879,48.38537,Slovakia,4,3,0,2026-08-31T05:21
19.32990,48.20014,Slovakia,4,3,0,2026-08-31T05:21
17.35109,48.73365,Slovakia,4,3,0,2026-08-31T05:21
17.66155,48.49209,Slovakia,4,3,0,2026-08-31T05:21
17.57576,47.98922,Slovakia,4,3,0,2026-08-31T05:21
20.22040,48.65226,Slovakia,4,3,0,2026-08-31T05:21
18.35703,48.36938,Slovakia,4,3,0,2026-08-31T05:21
21.28302,49.21865,Slovakia,4,3,0,2026-08-31T05:21
21.21250,48.73904,Slovakia,4,3,0,2026-08-31T05:21
17.59166,48.70921,Slovakia,4,3,0,2026-08-31T05:21
20.21852,48.64202,Slovakia,4,3,0,2026-08-31T05:21
19.77744,48.30614,Slovakia,5,3,0,2026-08-31T05:21
21.07048,48.64373,Slovakia,6,3,0,2026-08-31T05:21
19.96411,48.44951,Slovakia,6,3,0,2026-08-31T05:21
21.13695,49.05543,Slovakia,7,3,0,2026-08-31T05:21
17.68275,48.36660,Slovakia,7,3,0,2026-08-31T05:21
21.71421,48.54437,Slovakia,7,3,0,2026-08-31T05:21
19.92001,48.38735,Slovakia,7,3,0,2026-08-31T05:21
18.16048,48.38385,Slovakia,7,3,0,2026-08-31T05:21
18.49797,48.81504,Slovakia,7,3,0,2026-08-31T05:21
17.36699,48.69080,Slovakia,7,3,0,2026-08-31T05:21
19.87392,48.27209,Slovakia,7,3,0,2026-08-31T05:21
17.71761,47.80389,Slovakia,7,3,0,2026-08-31T05:21
18.10667,48.99704,Slovakia,7,3,0,2026-08-31T05:21
17.67125,48.48715,Slovakia,7,3,0,2026-08-31T05:21
19.08915,48.16439,Slovakia,7,3,0,2026-08-31T05:21
18.11466,48.99820,Slovakia,7,3,0,2026-08-31T05:21
17.44542,48.02182,Slovakia,7,3,0,2026-08-31T05:21
19.18734,49.19538,Slovakia,7,3,0,2026-08-31T05:21
18.47057,48.65666,Slovakia,7,3,0,2026-08-31T05:21
20.95082,49.15289,Slovakia,7,3,0,2026-08-31T05:21
18.78166,-34.06470,South Africa 1,4,5,0,2026-09-02T11:40
18.64090,-33.90561,South Africa 1,4,5,0,2026-09-02T11:40
24.04031,-30.60690,South Africa 1,4,5,0,2026-09-02T11:40
19.92351,-33.41279,South Africa 1,4,5,0,2026-09-02T11:40
18.52636,-33.35359,South Africa 1,4,5,0,2026-09-02T11:40
24.03348,-30.62092,South Africa 1,4,5,0,2026-09-02T11:40
24.65476,-31.00055,South Africa 1,4,5,0,2026-09-02T11:40
24.02854,-30.62945,South Africa 1,5,5,0,2026-09-02T11:40
24.03779,-30.61113,South Africa 1,5,5,0,2026-09-02T11:40
19.91525,-33.41414,South Africa 1,5,5,0,2026-09-02T11:40
19.68393,-33.45106,South Africa 1,5,5,0,2026-09-02T11:40
24.09627,-30.59990,South Africa 1,5,5,0,2026-09-02T11:40
26.20184,-30.83813,South Africa 1,5,5,0,2026-09-02T11:40
24.03106,-30.62541,South Africa 1,6,5,0,2026-09-02T11:40
26.21854,-30.83759,South Africa 1,6,5,0,2026-09-02T11:40
25.41958,-33.78272,South Africa 1,6,5,0,2026-09-02T11:40
26.21127,-30.83768,South Africa 1,6,5,0,2026-09-02T11:40
18.68581,-32.94755,South Africa 1,6,5,0,2026-09-02T11:40
24.64209,-30.99668,South Africa 1,6,5,0,2026-09-02T11:40
25.49333,-32.00172,South Africa 1,6,5,0,2026-09-02T11:40
18.70270,-33.82512,South Africa 1,6,5,0,2026-09-02T11:40
18.60577,-33.75209,South Africa 1,6,5,0,2026-09-02T11:40
18.47561,-33.59749,South Africa 1,6,5,0,2026-09-02T11:40
26.21486,-30.84199,South Africa 1,6,5,0,2026-09-02T11:40
18.72040,-32.42096,South Africa 1,6,5,0,2026-09-02T11:40
24.10211,-30.60385,South Africa 1,6,5,0,2026-09-02T11:40
18.68123,-33.88486,South Africa 1,6,5,0,2026-09-02T11:40
18.72094,-32.41674,South Africa 1,6,5,0,2026-09-02T11:40
18.76792,-32.90605,South Africa 1,6,5,0,2026-09-02T11:40
26.21360,-30.83337,South Africa 1,7,5,0,2026-09-02T11:40
26.20696,-30.84145,South Africa 1,7,5,0,2026-09-02T11:40
26.20651,-30.83580,South Africa 1,7,5,0,2026-09-02T11:40
18.48037,-33.59973,South Africa 1,7,5,0,2026-09-02T11:40
18.51890,-33.31092,South Africa 1,7,5,0,2026-09-02T11:40
19.94696,-32.96687,South Africa 1,7,5,0,2026-09-02T11:40
26.13023,-26.04339,South Africa 2,0,8,1,
26.10347,-26.05343,South Africa 2,0,8,1,
26.09782,-26.05932,South Africa 2,0,8,1,
26.40539,-27.17175,South Africa 2,0,8,1,
26.23990,-27.24310,South Africa 2,0,8,1,
26.23875,-27.24317,South Africa 2,0,8,1,
23.01632,-27.36417,South Africa 2,0,8,1,
22.92732,-27.56741,South Africa 2,0,8,1,
22.93699,-27.58544,South Africa 2,0,8,1,
25.56220,-27.71054,South Africa 2,0,8,1,
25.06367,-28.12709,South Africa 2,0,8,1,
23.37018,-28.29562,South Africa 2,0,8,1,
23.36306,-28.29736,South Africa 2,0,8,1,
21.26776,-28.41780,South Africa 2,0,8,1,
25.18707,-28.46075,South Africa 2,0,8,1,
21.08045,-28.53620,South Africa 2,0,8,1,
21.07154,-28.54037,South Africa 2,0,8,1,
24.70344,-28.56368,South Africa 2,0,8,1,
21.06797,-28.57189,South Africa 2,0,8,1,
21.06844,-28.57605,South Africa 2,0,8,1,
20.30448,-28.64193,South Africa 2,0,8,1,
20.30485,-28.64227,South Africa 2,0,8,1,
20.38312,-28.66738,South Africa 2,0,8,1,
20.38319,-28.66787,South Africa 2,0,8,1,
21.98802,-28.72134,South Africa 2,0,8,1,
22.00009,-28.72403,South Africa 2,0,8,1,
21.98864,-28.72462,South Africa 2,0,8,1,
24.77044,-28.79036,South Africa 2,0,8,1,
19.57973,-28.87846,South Africa 2,0,8,1,
19.59516,-28.87885,South Africa 2,0,8,1,
19.55619,-28.88989,South Africa 2,0,8,1,
19.56433,-28.89787,South Africa 2,0,8,1,
19.58547,-28.89840,South Africa 2,0,8,1,
18.98988,-28.94119,South Africa 2,0,8,1,
18.99090,-28.94225,South Africa 2,0,8,1,
24.47646,-28.99210,South Africa 2,0,8,1,
23.79506,-28.99506,South Africa 2,0,8,1,
23.79670,-28.99744,South Africa 2,0,8,1,
23.79949,-28.99968,South Africa 2,0,8,1,
23.80501,-29.00479,South Africa 2,0,8,1,
23.80838,-29.00641,South Africa 2,0,8,1,
26.34422,-29.16493,South Africa 2,0,8,1,
21.30434,-29.17948,South Africa 2,0,8,1,
21.30970,-29.19012,South Africa 2,0,8,1,
21.29300,-29.21050,South Africa 2,0,8,1,
21.31571,-29.21941,South Africa 2,0,8,1,
21.29867,-29.24105,South Africa 2,0,8,1,
21.30708,-29.25555,South Africa 2,0,8,1,
22.25894,-29.33254,South Africa 2,0,8,1,
23.32103,-29.38458,South Africa 2,0,8,1,
23.93533,-29.50706,South Africa 2,0,8,1,
24.00261,-29.55064,South Africa 2,0,8,1,
24.00304,-29.55113,South Africa 2,0,8,1,
24.00257,-29.55170,South Africa 2,0,8,1,
24.41497,-29.80407,South Africa 2,0,8,1,
24.41450,-29.80441,South Africa 2,0,8,1,
24.41431,-29.80539,South Africa 2,0,8,1,
24.41487,-29.80607,South Africa 2,0,8,1,
22.30982,-30.03396,South Africa 2,0,8,1,
22.31499,-30.03399,South Africa 2,0,8,1,
22.31476,-30.03711,South Africa 2,0,8,1,
19.60506,-30.50469,South Africa 2,0,8,1,
19.61163,-30.50796,South Africa 2,0,8,1,
19.61552,-30.51183,South Africa 2,0,8,1,
24.08147,-30.58251,South Africa 2,0,8,1,
24.10168,-30.59426,South Africa 2,0,8,1,
24.10208,-30.60381,South Africa 2,0,8,1,
24.03725,-30.61274,South Africa 2,0,8,1,
24.03725,-30.61275,South Africa 2,0,8,1,
24.00572,-30.62810,South Africa 2,0,8,1,
26.21996,-30.83444,South Africa 2,0,8,1,
24.64865,-30.99859,South Africa 2,0,8,1,
18.50741,-31.63440,South Africa 2,0,8,1,
18.50453,-31.63440,South Africa 2,0,8,1,
18.50255,-32.64240,South Africa 2,0,8,1,
18.53004,-33.35001,South Africa 2,0,8,1,
19.93456,-33.40947,South Africa 2,0,8,1,
19.92315,-33.41225,South Africa 2,0,8,1,
25.69936,-33.76810,South Africa 2,0,8,1,
22.47490,-33.97846,South Africa 2,0,8,1,
26.10787,-26.05568,South Africa 2,101,7,0,
26.07347,-25.57867,South Africa 2,101,7,0,
24.79220,-27.03377,South Africa 2,101,7,0,
21.29865,-29.18793,South Africa 2,101,7,0,
25.19572,-28.47215,South Africa 2,101,7,0,
21.30512,-29.25081,South Africa 2,101,7,0,
24.77881,-27.04392,South Africa 2,101,7,0,
25.19725,-28.46290,South Africa 2,101,7,0,
23.31052,-29.38520,South Africa 2,101,7,0,
26.39848,-27.16465,South Africa 2,101,7,0,
21.30638,-29.18361,South Africa 2,101,7,0,
22.35642,-30.01959,South Africa 2,101,7,0,
23.35364,-28.31827,South Africa 2,101,7,0,
24.75627,-28.60941,South Africa 2,101,7,0,
24.75609,-28.61354,South Africa 2,101,7,0,
26.40153,-27.16806,South Africa 2,101,7,0,
19.56939,-28.89957,South Africa 2,101,7,0,
22.35929,-30.01869,South Africa 2,101,7,0,
22.36765,-30.02021,South Africa 2,101,7,0,
23.36406,-28.31297,South Africa 2,101,7,0,
22.36765,-30.02372,South Africa 2,101,7,0,
23.37789,-28.31656,South Africa 2,101,7,0,
21.29973,-29.24560,South Africa 2,101,7,0,
25.92363,-28.91960,South Africa 2,101,7,0,
24.13912,-30.16466,South Africa 2,101,7,0,
23.38148,-28.30506,South Africa 2,101,7,0,
21.30961,-29.17966,South Africa 2,101,7,0,
23.37466,-28.31261,South Africa 2,101,7,0,
25.91878,-28.92202,South Africa 2,101,7,0,
22.00086,-28.73293,South Africa 2,101,7,0,
26.46396,-24.61029,South Africa 2,101,7,0,
25.19500,-28.46164,South Africa 2,101,7,0,
22.92200,-27.60689,South Africa 2,101,7,0,
19.58835,-28.89148,South Africa 2,101,7,0,
21.29919,-29.17912,South Africa 2,101,7,0,
21.07515,-28.53692,South Africa 2,101,7,0,
23.34780,-28.31890,South Africa 2,101,7,0,
23.02512,-27.61830,South Africa 2,101,7,0,
23.00761,-29.52578,South Africa 2,101,7,0,
22.93844,-27.58057,South Africa 2,101,7,0,
23.03132,-27.60806,South Africa 2,101,7,0,
25.92390,-28.93020,South Africa 2,101,7,0,
25.62817,-25.83874,South Africa 2,101,7,0,
19.58359,-28.88726,South Africa 2,101,7,0,
22.35974,-30.02569,South Africa 2,101,7,0,
29.19144,-26.25817,South Africa 3,0,8,1,2026-08-29T03:00
27.93720,-26.66231,South Africa 3,2,2,0,2026-08-29T03:00
28.41205,-26.25609,South Africa 3,4,2,0,2026-08-29T03:00
29.37163,-24.03887,South Africa 3,4,2,0,2026-08-29T03:00
27.93244,-25.63608,South Africa 3,4,2,0,2026-08-29T03:00
28.36112,-26.29301,South Africa 3,4,2,0,2026-08-29T03:00
29.36130,-24.04399,South Africa 3,4,2,0,2026-08-29T03:00
27.62872,-26.78556,South Africa 3,4,2,0,2026-08-29T03:00
26.80820,-26.90225,South Africa 3,4,2,0,2026-08-29T03:00
27.65702,-26.40782,South Africa 3,4,2,0,2026-08-29T03:00
26.70238,-27.86929,South Africa 3,4,2,0,2026-08-29T03:00
26.68306,-27.92301,South Africa 3,4,2,0,2026-08-29T03:00
28.34234,-25.72833,South Africa 3,4,2,0,2026-08-29T03:00
30.70015,-23.89487,South Africa 3,4,2,0,2026-08-29T03:00
26.70615,-27.92597,South Africa 3,4,2,0,2026-08-29T03:00
28.19789,-25.93261,South Africa 3,4,2,0,2026-08-29T03:00
28.96811,-24.08118,South Africa 3,5,2,0,2026-08-29T03:00
28.36920,-26.28825,South Africa 3,5,2,0,2026-08-29T03:00
28.17355,-26.09494,South Africa 3,5,2,0,2026-08-29T03:00
28.35797,-26.28861,South Africa 3,5,2,0,2026-08-29T03:00
29.25018,-22.99656,South Africa 3,5,2,0,2026-08-29T03:00
31.06585,-25.73597,South Africa 3,5,2,0,2026-08-29T03:00
29.01464,-26.19483,South Africa 3,5,2,0,2026-08-29T03:00
28.45930,-26.29625,South Africa 3,5,2,0,2026-08-29T03:00
27.66672,-26.10778,South Africa 3,5,2,0,2026-08-29T03:00
29.27488,-24.04723,South Africa 3,6,2,0,2026-08-29T03:00
29.94521,-27.77640,South Africa 3,6,2,0,2026-08-29T03:00
27.93666,-25.63886,South Africa 3,6,2,0,2026-08-29T03:00
29.59756,-23.72491,South Africa 3,6,2,0,2026-08-29T03:00
27.86830,-26.32553,South Africa 3,6,2,0,2026-08-29T03:00
28.43029,-26.29634,South Africa 3,6,2,0,2026-08-29T03:00
28.13555,-26.31951,South Africa 3,6,2,0,2026-08-29T03:00
28.14741,-26.22115,South Africa 3,6,2,0,2026-08-29T03:00
27.41699,-24.76974,South Africa 3,6,2,0,2026-08-29T03:00
27.92849,-25.63329,South Africa 3,6,2,0,2026-08-29T03:00
28.19106,-25.85266,South Africa 3,6,2,0,2026-08-29T03:00
27.04239,-26.79499,South Africa 3,6,2,0,2026-08-29T03:00
28.10806,-25.61919,South Africa 3,6,2,0,2026-08-29T03:00
27.74245,-25.41087,South Africa 3,6,2,0,2026-08-29T03:00
29.09046,-26.46576,South Africa 3,6,2,0,2026-08-29T03:00
27.92921,-26.15108,South Africa 3,6,2,0,2026-08-29T03:00
28.33282,-25.72348,South Africa 3,6,2,0,2026-08-29T03:00
28.35959,-25.95794,South Africa 3,6,2,0,2026-08-29T03:00
28.26527,-25.93719,South Africa 3,6,2,0,2026-08-29T03:00
29.82339,-25.42336,South Africa 3,6,2,0,2026-08-29T03:00
27.67040,-25.67282,South Africa 3,6,2,0,2026-08-29T03:00
29.31198,-25.09637,South Africa 3,6,2,0,2026-08-29T03:00
26.91743,-27.20292,South Africa 3,6,2,0,2026-08-29T03:00
29.12513,-28.27856,South Africa 3,6,2,0,2026-08-29T03:00
30.67356,-23.65646,South Africa 3,6,2,0,2026-08-29T03:00
28.18379,-25.87512,South Africa 3,6,2,0,2026-08-29T03:00
27.87603,-26.82886,South Africa 3,6,2,0,2026-08-29T03:00
27.48912,-24.90682,South Africa 3,6,2,0,2026-08-29T03:00
27.82662,-26.06646,South Africa 3,6,2,0,2026-08-29T03:00
27.62872,-26.79760,South Africa 3,6,2,0,2026-08-29T03:00
27.88151,-25.63751,South Africa 3,6,2,0,2026-08-29T03:00
28.64570,-27.04230,South Africa 3,6,2,0,2026-08-29T03:00
28.00978,-26.23570,South Africa 3,6,2,0,2026-08-29T03:00
26.87863,-28.13115,South Africa 3,6,2,0,2026-08-29T03:00
29.20095,-25.03708,South Africa 3,6,2,0,2026-08-29T03:00
27.63465,-26.78421,South Africa 3,6,2,0,2026-08-29T03:00
31.86616,-25.58110,South Africa 3,6,2,0,2026-08-29T03:00
28.55129,-26.12844,South Africa 3,7,2,0,2026-08-29T03:00
28.31791,-26.25672,South Africa 3,7,2,0,2026-08-29T03:00
28.17714,-26.21262,South Africa 3,7,2,0,2026-08-29T03:00
27.62638,-26.79131,South Africa 3,7,2,0,2026-08-29T03:00
28.24999,-25.68252,South Africa 3,7,2,0,2026-08-29T03:00
29.73823,-28.51697,South Africa 3,7,2,0,2026-08-29T03:00
27.91618,-26.15009,South Africa 3,7,2,0,2026-08-29T03:00
29.73554,-23.66895,South Africa 3,7,2,0,2026-08-29T03:00
28.24317,-25.82670,South Africa 3,7,2,0,2026-08-29T03:00
28.18307,-25.85149,South Africa 3,7,2,0,2026-08-29T03:00
29.86939,-29.00566,South Africa 3,7,2,0,2026-08-29T03:00
28.37100,-26.00951,South Africa 3,7,2,0,2026-08-29T03:00
27.94565,-26.06161,South Africa 3,7,2,0,2026-08-29T03:00
27.43037,-24.76588,South Africa 3,7,2,0,2026-08-29T03:00
27.85923,-26.80991,South Africa 3,7,2,0,2026-08-29T03:00
27.99918,-26.18531,South Africa 3,7,2,0,2026-08-29T03:00
28.45391,-26.27415,South Africa 3,7,2,0,2026-08-29T03:00
28.19151,-23.67802,South Africa 3,7,2,0,2026-08-29T03:00
126.37169,33.31533,South Korea,0,8,1,2026-08-30T16:09
127.59343,35.53101,South Korea,0,8,1,2026-08-30T16:09
126.68273,35.60131,South Korea,0,8,1,2026-08-30T16:09
126.68387,35.60721,South Korea,0,8,1,2026-08-30T16:09
126.69196,35.60894,South Korea,0,8,1,2026-08-30T16:09
126.69034,35.61061,South Korea,0,8,1,2026-08-30T16:09
126.69442,35.61297,South Korea,0,8,1,2026-08-30T16:09
126.59432,36.66564,South Korea,0,8,1,2026-08-30T16:09
126.22375,36.71433,South Korea,0,8,1,2026-08-30T16:09
128.02151,37.14959,South Korea,0,8,1,2026-08-30T16:09
129.03737,37.15551,South Korea,0,8,1,2026-08-30T16:09
128.67808,37.19484,South Korea,0,8,1,2026-08-30T16:09
128.67513,37.19625,South Korea,0,8,1,2026-08-30T16:09
127.56279,35.70080,South Korea,1,3,0,2026-08-30T16:09
127.35726,35.76952,South Korea,1,3,0,2026-08-30T16:09
127.26383,35.68607,South Korea,1,3,0,2026-08-30T16:09
127.58866,36.70844,South Korea,1,3,0,2026-08-30T16:09
127.57375,36.56929,South Korea,1,3,0,2026-08-30T16:09
127.45293,36.09130,South Korea,1,3,0,2026-08-30T16:09
127.64086,37.17781,South Korea,1,3,0,2026-08-30T16:09
127.36777,35.72074,South Korea,1,3,0,2026-08-30T16:09
126.37019,36.58178,South Korea,1,3,0,2026-08-30T16:09
126.30452,36.60639,South Korea,1,3,0,2026-08-30T16:09
126.92310,35.77554,South Korea,1,3,0,2026-08-30T16:09
127.17912,34.59524,South Korea,1,3,0,2026-08-30T16:09
128.99147,35.97057,South Korea,1,3,0,2026-08-30T16:09
126.42615,36.89610,South Korea,1,3,0,2026-08-30T16:09
126.81485,35.83663,South Korea,1,3,0,2026-08-30T16:09
126.38582,36.95808,South Korea,1,3,0,2026-08-30T16:09
127.03970,34.80841,South Korea,1,3,0,2026-08-30T16:09
127.63933,36.27294,South Korea,1,3,0,2026-08-30T16:09
128.78585,36.43517,South Korea,1,3,0,2026-08-30T16:09
128.16583,37.07729,South Korea,2,3,0,2026-08-30T16:09
126.35671,36.56570,South Korea,2,3,0,2026-08-30T16:09
127.90685,37.04989,South Korea,2,3,0,2026-08-30T16:09
126.21712,36.88514,South Korea,2,3,0,2026-08-30T16:09
127.28306,35.62651,South Korea,2,3,0,2026-08-30T16:09
126.40343,34.99419,South Korea,2,3,0,2026-08-30T16:09
128.34118,37.03902,South Korea,2,3,0,2026-08-30T16:09
126.34243,33.29709,South Korea,2,3,0,2026-08-30T16:09
126.94053,34.81461,South Korea,2,3,0,2026-08-30T16:09
126.48571,35.39834,South Korea,2,3,0,2026-08-30T16:09
127.28692,35.67565,South Korea,2,3,0,2026-08-30T16:09
127.44125,35.78399,South Korea,2,3,0,2026-08-30T16:09
127.50934,35.66163,South Korea,2,3,0,2026-08-30T16:09
129.17410,36.46841,South Korea,2,3,0,2026-08-30T16:09
127.37495,34.58195,South Korea,2,3,0,2026-08-30T16:09
126.59261,34.36941,South Korea,2,3,0,2026-08-30T16:09
126.92157,34.71715,South Korea,2,3,0,2026-08-30T16:09
128.11795,38.28067,South Korea,2,3,0,2026-08-30T16:09
128.89472,36.38307,South Korea,2,3,0,2026-08-30T16:09
128.61849,36.41478,South Korea,2,3,0,2026-08-30T16:09
128.76977,36.44802,South Korea,2,3,0,2026-08-30T16:09
126.50071,35.33366,South Korea,2,3,0,2026-08-30T16:09
126.50260,36.99950,South Korea,3,3,0,2026-08-30T16:09
126.66960,34.48179,South Korea,3,3,0,2026-08-30T16:09
128.13313,37.36664,South Korea,3,3,0,2026-08-30T16:09
127.78387,36.32190,South Korea,3,3,0,2026-08-30T16:09
127.38322,35.59839,South Korea,3,3,0,2026-08-30T16:09
127.25853,38.04738,South Korea,3,3,0,2026-08-30T16:09
127.10959,34.82117,South Korea,3,3,0,2026-08-30T16:09
128.30408,36.31408,South Korea,3,3,0,2026-08-30T16:09
126.28691,35.06174,South Korea,3,3,0,2026-08-30T16:09
126.95059,34.52284,South Korea,3,3,0,2026-08-30T16:09
126.80300,33.49184,South Korea,3,3,0,2026-08-30T16:09
126.71164,34.52859,South Korea,3,3,0,2026-08-30T16:09
129.22728,36.45521,South Korea,3,3,0,2026-08-30T16:09
128.41628,38.45719,South Korea,3,3,0,2026-08-30T16:09
126.34054,36.77519,South Korea,3,3,0,2026-08-30T16:09
128.37244,37.62625,South Korea,3,3,0,2026-08-30T16:09
126.31916,35.09839,South Korea,3,3,0,2026-08-30T16:09
127.98114,35.68292,South Korea,4,3,0,2026-08-30T16:09
127.06171,34.77652,South Korea,4,3,0,2026-08-30T16:09
127.06450,34.76071,South Korea,4,3,0,2026-08-30T16:09
126.56836,36.90535,South Korea,4,3,0,2026-08-30T16:09
126.62297,34.96023,South Korea,4,3,0,2026-08-30T16:09
128.21497,36.48665,South Korea,4,3,0,2026-08-30T16:09
126.58830,36.19389,South Korea,4,3,0,2026-08-30T16:09
128.24704,36.56202,South Korea,4,3,0,2026-08-30T16:09
126.55587,36.93625,South Korea,4,3,0,2026-08-30T16:09
126.87495,36.19838,South Korea,4,3,0,2026-08-30T16:09
126.58174,36.24841,South Korea,4,3,0,2026-08-30T16:09
127.07878,36.07818,South Korea,4,3,0,2026-08-30T16:09
127.30183,35.41379,South Korea,4,3,0,2026-08-30T16:09
126.49254,35.48763,South Korea,4,3,0,2026-08-30T16:09
128.35421,37.14655,South Korea,4,3,0,2026-08-30T16:09
127.10528,35.42071,South Korea,4,3,0,2026-08-30T16:09
128.08229,35.97039,South Korea,4,3,0,2026-08-30T16:09
127.36076,35.55249,South Korea,4,3,0,2026-08-30T16:09
127.33875,34.60063,South Korea,4,3,0,2026-08-30T16:09
127.35681,36.79881,South Korea,4,3,0,2026-08-30T16:09
126.45589,35.13316,South Korea,4,3,0,2026-08-30T16:09
126.75557,34.97128,South Korea,4,3,0,2026-08-30T16:09
126.74964,34.54763,South Korea,4,3,0,2026-08-30T16:09
127.87550,35.05303,South Korea,4,3,0,2026-08-30T16:09
126.87935,34.63351,South Korea,4,3,0,2026-08-30T16:09
127.98536,36.33762,South Korea,4,3,0,2026-08-30T16:09
128.67293,36.11016,South Korea,4,3,0,2026-08-30T16:09
128.67194,36.29962,South Korea,4,3,0,2026-08-30T16:09
127.24892,34.91999,South Korea,4,3,0,2026-08-30T16:09
127.39597,35.46499,South Korea,4,3,0,2026-08-30T16:09
128.32286,36.50875,South Korea,4,3,0,2026-08-30T16:09
127.02641,34.82809,South Korea,4,3,0,2026-08-30T16:09
127.55668,37.02285,South Korea,4,3,0,2026-08-30T16:09
128.67661,36.92413,South Korea,4,3,0,2026-08-30T16:09
127.09055,35.36950,South Korea,4,3,0,2026-08-30T16:09
126.44646,35.12911,South Korea,4,3,0,2026-08-30T16:09
128.59594,36.24599,South Korea,4,3,0,2026-08-30T16:09
128.39364,38.44183,South Korea,4,3,0,2026-08-30T16:09
128.23410,36.48207,South Korea,4,3,0,2026-08-30T16:09
126.94592,36.21158,South Korea,4,3,0,2026-08-30T16:09
128.50414,36.30312,South Korea,4,3,0,2026-08-30T16:09
127.80417,35.46230,South Korea,4,3,0,2026-08-30T16:09
127.54671,35.54306,South Korea,4,3,0,2026-08-30T16:09
127.17966,35.37139,South Korea,4,3,0,2026-08-30T16:09
126.99757,34.82216,South Korea,4,3,0,2026-08-30T16:09
128.24973,37.10280,South Korea,4,3,0,2026-08-30T16:09
128.49785,36.66110,South Korea,4,3,0,2026-08-30T16:09
128.55399,36.88083,South Korea,4,3,0,2026-08-30T16:09
127.20490,35.35558,South Korea,4,3,0,2026-08-30T16:09
127.63178,36.84786,South Korea,4,3,0,2026-08-30T16:09
127.61139,37.16227,South Korea,4,3,0,2026-08-30T16:09
126.96272,34.93086,South Korea,4,3,0,2026-08-30T16:09
126.51509,36.49761,South Korea,4,3,0,2026-08-30T16:09
128.35825,37.17709,South Korea,4,3,0,2026-08-30T16:09
126.90001,35.71625,South Korea,4,3,0,2026-08-30T16:09
127.02219,35.93930,South Korea,4,3,0,2026-08-30T16:09
